{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-2', 'flow_three': '0.0'}
{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-18', 'flow_three': '0.0'}
{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-18', 'flow_three': '0.0'}
{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-19', 'flow_three': '0.0'}
{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-19', 'flow_three': '0.0'}
{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-19', 'flow_three': '0.0'}
{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-20', 'flow_three': '0.0'}
{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-20', 'flow_three': '0.0'}
{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-21', 'flow_three': '0.0'}
{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-23', 'flow_three': '0.0'}
{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-23', 'flow_three': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-5', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-11', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-17', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-21', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-26', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-32', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-38', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-43', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-48', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-54', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-33-58', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-2', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-6', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-9', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-15', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-19', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-25', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-30', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-34', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-39', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-43', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-48', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-53', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-34-58', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-3', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-7', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-13', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-18', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-22', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-28', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-34', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-39', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-45', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-50', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-35-55', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-0', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-7', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-11', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-16', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-21', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-25', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-30', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-36', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-40', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-46', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-51', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-36-55', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-37-0', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-37-6', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'flow_one': '5456', 'time': '23-16-37-11', 'flow_four': '0.0', 'flow_three': '0.0', 'flow_two': '0.0'}
{'time': '23-16-50-37', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-50-41', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-50-46', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-50-52', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-50-56', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-1', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-4', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-9', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-13', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-18', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-24', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-29', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-33', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-37', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-41', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-47', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-52', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-51-57', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-0', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-5', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-10', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-15', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-20', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-25', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-31', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-37', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-42', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-47', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-52', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-52-57', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-1', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-5', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-11', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-16', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-22', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-27', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-32', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-36', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-42', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-47', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-52', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-53-57', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-1', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-7', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-12', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-17', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-21', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-27', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-31', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-36', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-41', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-47', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-52', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-54-57', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-2', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-8', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-13', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-17', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-22', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-27', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-31', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-35', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-40', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-46', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-50', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-55', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-55-59', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-3', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-7', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-9', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-15', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-19', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-24', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-29', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-34', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-40', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-44', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-46', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-49', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-56-54', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-0', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-4', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-9', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-13', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-18', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-24', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-28', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-34', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-40', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-45', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-51', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-57-56', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-58-0', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-58-6', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-58-10', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-58-15', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-58-21', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-58-27', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-58-34', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'time': '23-16-58-40', 'flow_one': '5456', 'flow_three': '0.0', 'flow_four': '0.0', 'flow_two': '0.0'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-54-13'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-54-18'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-54-23'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-54-29'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-54-33'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-54-39'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-54-44'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-54-48'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-54-53'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-54-58'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-4'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-9'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-14'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-19'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-24'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-29'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-33'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-38'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-43'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-47'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-53'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-55-58'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-2'}
